"","X..","lvl1Hint","studentID","currPrb","state","elTime","levelsPresented","lvl1HintFollowed","stateChangedB4FollowHint","lvl1_timeCost","diffRulesApplied","diffNodesHighlighted","nodesDerived","numRestart","numDiffNodeInResult"
"97",NA,"Try to derive -R","cbritt","2.1.1.0","((-T*S)>-R)[1;0;Given],-T[2;0;Given],((-Q+P)>S)[3;0;Given],(Q>T)[4;0;Given],-Q[5;2,4;Modus Tollens],(-(-Q+P)+S)[6;3;Implication],(-(-T*S)+-R)[7;1;Implication],((--Q*-P)+S)[8;6;DeMorgan's Law],((Q*-P)+S)[9;8;Double Negation],(S+(Q*-P))[10;9;Commutative],((S+Q)*(S+-P))[11;10;Distributive],(S+Q)[12;11;Simplification],S[13;5,12;Disjunctive Syllogism],((--T+-S)+-R)[14;7;DeMorgan's Law],((T+-S)+-R)[15;14;Double Negation]/(-R+N)","915.626",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"98",NA,"Try to derive B>W","cbritt","3.1.1.0","(-B>(J>I))[1;0;Given],((-J+-I)>(B>W))[2;0;Given],((-I*-J)*-W)[3;0;Given]/(J>I)","25.087",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"99",NA,"Try to derive B>W","cbritt","3.1.1.0","(-B>(J>I))[1;0;Given],((-J+-I)>(B>W))[2;0;Given],((-I*-J)*-W)[3;0;Given],((-B*J)>I)[4;1;Exportation],((B*(-J+-I))>W)[5;2;Exportation]/(J>I)","637.129",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"100",NA,"Try to derive B>W","cbritt","3.1.1.0","(-B>(J>I))[1;0;Given],((-J+-I)>(B>W))[2;0;Given],((-I*-J)*-W)[3;0;Given],((-B*J)>I)[4;1;Exportation],(-(-J+-I)+(B>W))[5;2;Implication]/(J>I)","1040.14",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"101",NA,"Try to derive B>W","cbritt","3.1.1.0","(-B>(J>I))[1;0;Given],((-J+-I)>(B>W))[2;0;Given],((-I*-J)*-W)[3;0;Given],((-B*J)>I)[4;1;Exportation],(-(-J+-I)+(B>W))[5;2;Implication],(-I*-J)[6;3;Simplification]/(J>I)","1343.22",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"102",NA,"Try to derive B>W","cbritt","3.1.1.0","(-B>(J>I))[1;0;Given],((-J+-I)>(B>W))[2;0;Given],((-I*-J)*-W)[3;0;Given],((-B*J)>I)[4;1;Exportation],(-(-J+-I)+(B>W))[5;2;Implication],(-I*-J)[6;3;Simplification],(-J*-I)[7;6;Commutative],((--J*--I)+(B>W))[8;5;DeMorgan's Law],((J*--I)+(B>W))[9;8;Double Negation],((J*I)+(B>W))[10;9;Double Negation]/(J>I)","1639.17",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"103",NA,"Try to derive -B","cbritt","3.1.1.0","(-B>(J>I))[1;0;Given],((-J+-I)>(B>W))[2;0;Given],((-I*-J)*-W)[3;0;Given],((-B*J)>I)[4;1;Exportation],(-(-J+-I)+(B>W))[5;2;Implication],(-I*-J)[6;3;Simplification],-I[7;6;Simplification],(-J+-I)[8;7;Addition],--(-J+-I)[9;8;Double Negation],(B>W)[10;9,5;Disjunctive Syllogism]/(J>I)","2261.55",1,TRUE,3,144.81,3,4,3,0,3
"104",NA,"Try to derive -B","cbritt","3.1.1.0","(-B>(J>I))[1;0;Given],((-J+-I)>(B>W))[2;0;Given],((-I*-J)*-W)[3;0;Given],((-B*J)>I)[4;1;Exportation],(-(-J+-I)+(B>W))[5;2;Implication],(-I*-J)[6;3;Simplification],-I[7;6;Simplification],(-J+-I)[8;7;Addition],--(-J+-I)[9;8;Double Negation],(B>W)[10;9,5;Disjunctive Syllogism],(-B+W)[11;10;Implication]/(J>I)","2365.48",1,TRUE,2,40.8800000000001,2,1,2,0,2
"105",NA,"Try to derive (-B>(J>I))","cbritt","3.1.1.0","(-B>(J>I))[1;0;Given],((-J+-I)>(B>W))[2;0;Given],((-I*-J)*-W)[3;0;Given],((-B*J)>I)[4;1;Exportation],(-(-J+-I)+(B>W))[5;2;Implication],(-I*-J)[6;3;Simplification],-I[7;6;Simplification],(-J+-I)[8;7;Addition],--(-J+-I)[9;8;Double Negation],(B>W)[10;9,5;Disjunctive Syllogism],(-B+W)[11;10;Implication],-W[12;3;Simplification],-B[13;12,11;Disjunctive Syllogism]/(J>I)","2446.85",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"106",NA,"Try to derive (-B>(J>I))","cbritt","3.1.1.0","(-B>(J>I))[1;0;Given],((-J+-I)>(B>W))[2;0;Given],((-I*-J)*-W)[3;0;Given],((-B*J)>I)[4;1;Exportation],(-(-J+-I)+(B>W))[5;2;Implication],(-I*-J)[6;3;Simplification],-I[7;6;Simplification],(-J+-I)[8;7;Addition],--(-J+-I)[9;8;Double Negation],(B>W)[10;9,5;Disjunctive Syllogism],(-B+W)[11;10;Implication],-W[12;3;Simplification],-B[13;12,11;Disjunctive Syllogism],(-(-B*J)+I)[14;4;Implication]/(J>I)","2494.24",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"107",NA,"Try to derive (-B>(J>I))","cbritt","3.1.1.0","(-B>(J>I))[1;0;Given],((-J+-I)>(B>W))[2;0;Given],((-I*-J)*-W)[3;0;Given],((-B*J)>I)[4;1;Exportation],(-(-J+-I)+(B>W))[5;2;Implication],(-I*-J)[6;3;Simplification],-I[7;6;Simplification],(-J+-I)[8;7;Addition],--(-J+-I)[9;8;Double Negation],(B>W)[10;9,5;Disjunctive Syllogism],(-B+W)[11;10;Implication],-W[12;3;Simplification],-B[13;12,11;Disjunctive Syllogism],(-(-B*J)+I)[14;4;Implication],((--B+-J)+I)[15;14;DeMorgan's Law],((B+-J)+I)[16;15;Double Negation],(B+(-J+I))[17;16;Associative],(-J+I)[18;17,13;Disjunctive Syllogism]/(J>I)","2544.67",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"108",NA,"Try to derive (K>A)","cbritt","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given],-O[5;2;Simplification]/(U>A)","59.933",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"109",NA,"Try to derive (K>A)","cbritt","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given],-O[5;2;Simplification],((-U+K)+(R*N))[6;3;Implication]/(U>A)","450.616",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"110",NA,"Try to derive (U>K)","cbritt","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given],-O[5;2;Simplification],((-U+K)+(R*N))[6;3;Implication],(-W>A)[7;2;Simplification],(K>A)[8;7,4;Hypothetical Syllogism]/(U>A)","849.977",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"111",NA,"Try to derive (U>K)","cbritt","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given],-O[5;2;Simplification],(-W>A)[6;2;Simplification],(K>A)[7;6,4;Hypothetical Syllogism]/(U>A)","36.589",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"112",NA,"Try to derive (U>K)","cbritt","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given],-O[5;2;Simplification],(-W>A)[6;2;Simplification],(K>A)[7;6,4;Hypothetical Syllogism],((-K>-U)+(R*N))[8;3;Contrapositive]/(U>A)","346.132",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"113",NA,"Try to derive (U>K)","cbritt","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given],-O[5;2;Simplification],(-W>A)[6;2;Simplification],(K>A)[7;6,4;Hypothetical Syllogism]/(U>A)","373.175",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"114",NA,"Try to derive -T","cbritt","6.-1.1.0","-(T*L)[1;0;Given],(-T>-N)[2;0;Given],-(E+T)[3;0;Given],(-E*-T)[4;3;DeMorgan's Law],(-T+-L)[5;1;DeMorgan's Law],(-L+-T)[6;5;Commutative]/-N","63.704",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"115",NA,"Try to derive -T","cbritt","6.-1.1.0","-(T*L)[1;0;Given],(-T>-N)[2;0;Given],-(E+T)[3;0;Given],(-E*-T)[4;3;DeMorgan's Law],(-T+-L)[5;1;DeMorgan's Law],(-L+-T)[6;5;Commutative],(L>-T)[7;6;Implication],(L>-N)[8;7,2;Hypothetical Syllogism]/-N","126.207",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"116",NA,"Try to derive -W","mbbennis","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","25.181",1,TRUE,4,135.86,5,5,4,0,2
"117",NA,"Try to derive -W","mbbennis","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","397.699",1,TRUE,4,-236.658,3,5,4,0,2
"118",NA,"Try to derive -W","mbbennis","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","398.289",1,TRUE,4,-237.248,3,5,4,0,2
"119",NA,"Try to derive -W","mbbennis","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(Z+G)[4;3;Addition]/-R","132.139",1,TRUE,2,28.902,2,3,3,0,2
"120",NA,"Try to derive (W+-R)","mbbennis","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(G+Z)[4;3;Addition],-W[5;4,2;Modus Ponens]/-R","176.722",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"121",NA,"Try to derive (G+Z)","mbbennis","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(G+Z)[4;3;Addition],-W[5;4,2;Modus Ponens],(W+-R)[6;1;Simplification]/-R","216.842",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"122",NA,"Try to derive F","mbbennis","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given]/H","10.032",1,TRUE,2,32.939,2,3,2,0,2
"123",NA,"Try to derive (F+G)","mbbennis","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism]/H","62.5",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"124",NA,"Try to derive Q>P","mbbennis","2.-1.3.0","(L*K)[1;0;Given],((K*O)>(Q>P))[2;0;Given],O[3;0;Given],(P>R)[4;0;Given]/(Q>R)","10.371",1,TRUE,3,41.028,3,5,3,0,3
"125",NA,"Try to derive (K*O)","mbbennis","2.-1.3.0","(L*K)[1;0;Given],((K*O)>(Q>P))[2;0;Given],O[3;0;Given],(P>R)[4;0;Given],K[5;1;Simplification],(K*O)[6;3,5;Conjunction],(Q>P)[7;6,2;Modus Ponens]/(Q>R)","66.579",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"126",NA,"Try to derive -Z","mbbennis","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given]/((J+L)+K)","12.205",1,TRUE,2,20.341,2,3,2,0,3
"127",NA,"Try to derive -J","mbbennis","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given]/((J+L)+K)","1.846",1,TRUE,2,24.496,2,3,2,0,2
"128",NA,"Try to derive -J","mbbennis","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given]/((J+L)+K)","3.396",1,TRUE,2,22.946,2,3,2,0,2
"129",NA,"Try to derive (J+K)","mbbennis","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given],-Z[4;2;Simplification],-J[5;4,3;Modus Tollens],K[6;5,1;Disjunctive Syllogism]/((J+L)+K)","50.309",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"130",NA,"Try to derive -(-K+-Z)","mbbennis","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given]/(-C+-D)","11.749",1,TRUE,0,0,0,1,0,0,0
"131",NA,"Try to derive -D","mbbennis","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],-F[5;1;Simplification],-(-K+-Z)[6;5,3;Modus Ponens]/(-C+-D)","67.445",1,TRUE,1,12.408,1,1,1,0,1
"132",NA,"Try to derive (-Y+T)>(X+S)","mbbennis","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given],Z[5;2;Simplification],(-Y>X)[6;1,5;Modus Ponens]/(X+S)","25.778",1,TRUE,3,101.151,3,5,3,0,3
"133",NA,"Try to derive (-Y+T)>(X+S)","mbbennis","4.1.2.0","(Z>(-Y>X))[1;0;Given],(Z*-W)[2;0;Given],(W+(T>S))[3;0;Given],(-Y+T)[4;0;Given],Z[5;2;Simplification],(-Y>X)[6;1,5;Modus Ponens],-W[7;2;Simplification],(T>S)[8;7,3;Disjunctive Syllogism]/(X+S)","58.436",1,TRUE,1,68.493,1,3,1,0,1
"134",NA,"Try to derive B>-A","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given]/(-D>-A)","10.539",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"135",NA,"Try to derive B>-A","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given]/(-D>-A)","1.056",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"136",NA,"Try to derive (-D>B)","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;1,2;Disjunctive Syllogism]/(-D>-A)","20.025",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"137",NA,"Try to derive B>-A","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],-(-D>-A)[4;;Negation of Conclusion]/#","1.122",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"138",NA,"Try to derive (-D>B)","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],-(-D>-A)[4;;Negation of Conclusion],(A>-B)[5;1,2;Disjunctive Syllogism]/#","12.585",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"139",NA,"Try to derive B>-A","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given]/(-D>-A)","3.752",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"140",NA,"Try to derive (-D>B)","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;2,1;Disjunctive Syllogism]/(-D>-A)","14.65",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"141",NA,"Try to derive (B>-A)","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;2,1;Disjunctive Syllogism],(-D>B)[5;3;Implication],((-D+A)>(B+-B))[6;5,4;Constructive Dilemma]/(-D>-A)","77.799",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"142",NA,"Try to derive B>-A","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],-(-D>-A)[4;;Negation of Conclusion]/#","8.429",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"143",NA,"Try to derive (-D>B)","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],-(-D>-A)[4;;Negation of Conclusion],(A>-B)[5;2,1;Disjunctive Syllogism]/#","18.72",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"144",NA,"Try to derive (-D>B)","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;1,2;Disjunctive Syllogism]/(-D>-A)","7.213",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"145",NA,"Try to derive (B>-A)","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;1,2;Disjunctive Syllogism],(-D>B)[5;3;Implication]/(-D>-A)","45.425",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"146",NA,"Try to derive (B>-A)","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;1,2;Disjunctive Syllogism],(-D>B)[5;3;Implication],((-D+A)>(B+-B))[6;5,4;Constructive Dilemma]/(-D>-A)","83.877",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"147",NA,"Try to derive (B>-A)","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;1,2;Disjunctive Syllogism],(-D>B)[5;3;Implication],((-D+A)>(B+-B))[6;5,4;Constructive Dilemma],(-A+-B)[7;4;Implication]/(-D>-A)","189.696",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"148",NA,"Try to derive (A>D)","mbbennis","5.1.1.0","((A>-B)+C)[1;0;Given],-C[2;0;Given],(D+B)[3;0;Given],(A>-B)[4;1,2;Disjunctive Syllogism],(-D>B)[5;3;Implication],((-D+A)>(B+-B))[6;5,4;Constructive Dilemma],(-A+-B)[7;4;Implication],(-B+-A)[8;7;Commutative],(B>-A)[9;8;Implication]/(-D>-A)","233.864",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"149",NA,"Try to derive P>C","mbbennis","6.-1.3.0","(Y=P)[1;0;Given],(-Y>-C)[2;0;Given],(-P=-C)[3;0;Given]/(Y>C)","12.102",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"150",NA,"Try to derive P>C","mbbennis","6.-1.3.0","(Y=P)[1;0;Given],(-Y>-C)[2;0;Given],(-P=-C)[3;0;Given],-(Y>C)[4;;Negation of Conclusion]/#","2.086",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"151",NA,"Try to derive P>C","mbbennis","6.-1.3.0","(Y=P)[1;0;Given],(-Y>-C)[2;0;Given],(-P=-C)[3;0;Given],(Y+-C)[4;2;Implication]/(Y>C)","54.184",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"152",NA,"Try to derive P>C","mbbennis","6.-1.3.0","(Y=P)[1;0;Given],(-Y>-C)[2;0;Given],(-P=-C)[3;0;Given]/(Y>C)","15.127",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"153",NA,"Try to derive P>C","mbbennis","6.-1.3.0","(Y=P)[1;0;Given],(-Y>-C)[2;0;Given],(-P=-C)[3;0;Given],(C>Y)[4;2;Contrapositive]/(Y>C)","197.542",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"154",NA,"Try to derive C>-J","mbbennis","6.-1.3.1","(C=-J)[1;0;Given],(C+-N)[2;0;Given],(N>C)[3;0;Given]/(N>-J)","10.566",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"155",NA,"Try to derive C>-J","mbbennis","6.-1.3.1","(C=-J)[1;0;Given],(C+-N)[2;0;Given],(N>C)[3;0;Given],(-C>-N)[4;3;Contrapositive]/(N>-J)","77.286",1,TRUE,4,4.938,9,5,3,1,1
"156",NA,"Try to derive C>-J","mbbennis","6.-1.3.1","(C=-J)[1;0;Given],(C+-N)[2;0;Given],(N>C)[3;0;Given]/(N>-J)","10.619",1,TRUE,2,71.605,8,2,3,0,2
"157",NA,"Try to derive (C>-J)","mbbennis","6.-1.3.1","undefined","2.761",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"158",NA,"Try to derive (C>-J)","mbbennis","6.-1.3.1","(C=-J)[1;0;Given],(C+-N)[2;0;Given],(N>C)[3;0;Given],((C>-J)*(-J>C))[4;1;Equivalence],(C>-J)[5;4;Simplification]/(N>-J)","99.69",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"159",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","216.305",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"160",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],N[4;1;Simplification]/-R","426.309",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"161",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given]/-R","22.477",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"162",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(W+-R)[4;1;Simplification]/-R","149.793",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"163",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(W+-R)[4;1;Simplification]/-R","274.509",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"164",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(W+-R)[4;1;Simplification]/-R","275.235",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"165",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(W+-R)[4;1;Simplification]/-R","496.902",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"166",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(W+-R)[4;1;Simplification],(-(G+Z)+-W)[5;2;Implication]/-R","1077.82",1,TRUE,3,595.8,4,4,3,0,1
"167",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(W+-R)[4;1;Simplification],(-(G+Z)+-W)[5;2;Implication]/-R","1080.02",1,TRUE,3,593.6,4,3,3,0,1
"168",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(W+-R)[4;1;Simplification],(-(G+Z)+-W)[5;2;Implication]/-R","1080.41",1,TRUE,3,593.21,4,3,3,0,1
"169",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(W+-R)[4;1;Simplification],(-(G+Z)+-W)[5;2;Implication]/-R","1080.62",1,TRUE,3,593,4,3,3,0,1
"170",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(W+-R)[4;1;Simplification],(-(G+Z)+-W)[5;2;Implication]/-R","1081.04",1,TRUE,3,592.58,4,3,3,0,1
"171",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(W+-R)[4;1;Simplification],(-(G+Z)+-W)[5;2;Implication]/-R","1080.88",1,TRUE,3,592.74,4,3,3,0,1
"172",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(W+-R)[4;1;Simplification]/-R","1263.63",1,TRUE,2,409.99,3,3,2,0,2
"173",NA,"Try to derive -W","kbmullea","1.0.3.0","((W+-R)*N)[1;0;Given],((G+Z)>-W)[2;0;Given],Z[3;0;Given],(W+-R)[4;1;Simplification],(G+Z)[5;3;Addition]/-R","1658.98",1,TRUE,1,14.6399999999999,2,0,1,0,1
"174",NA,"Try to derive (F+G)","kbmullea","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism],(-(F+G)+H)[6;1;Implication]/H","406.257",1,TRUE,3,165.261,8,4,3,0,1
"175",NA,"Try to derive (F+G)","kbmullea","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism],(-(F+G)+H)[6;1;Implication],((-F*-G)+H)[7;6;DeMorgan's Law]/H","489.442",1,TRUE,2,82.076,7,4,2,0,0
"176",NA,"Try to derive (F+G)","kbmullea","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism],(-(F+G)+H)[6;1;Implication]/H","563.358",1,TRUE,1,8.16000000000008,5,0,1,0,1
"177",NA,"Try to derive (F+G)","kbmullea","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism],(-(F+G)+H)[6;1;Implication],(-H>-(F+G))[7;1;Contrapositive]/H","579.28",1,TRUE,0,0,0,0,0,0,0
"178",NA,"Try to derive (F+G)","kbmullea","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism],(-(F+G)+H)[6;1;Implication]/H","817.373",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"179",NA,"Try to derive F","kbmullea","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism],(-(F+G)+H)[6;1;Implication],(F+G)[7;5;Addition]/H","847.057",1,TRUE,0,0,0,0,0,0,0
"180",NA,"Try to derive F","kbmullea","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism],(-(F+G)+H)[6;1;Implication],(F+G)[7;5;Addition]/H","856.819",1,TRUE,0,0,0,0,0,0,0
"181",NA,"Try to derive F","kbmullea","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism],(-(F+G)+H)[6;1;Implication],(F+G)[7;5;Addition]/H","858.652",1,TRUE,0,0,0,0,0,0,0
"182",NA,"Try to derive -Z","kbmullea","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given]/((J+L)+K)","32.303",1,TRUE,1,4.06,1,1,1,0,1
"183",NA,"Try to derive -D","kbmullea","3.-1.2.0","(C*-F)[1;0;Given],(-C>F)[2;0;Given],(-F>-(-K+-Z))[3;0;Given],(D>(-K+-Z))[4;0;Given],C[5;1;Simplification]/(-C+-D)","64.604",1,FALSE,NA,NA,NA,NA,NA,NA,NA
